,ID,FY,Area,Add1,City,STPostal,NPRZip5,NPRDisasterNo,DisasterDescription,County,Owner,ResType,DamageCat,DateClosed,StrucType,PartOfProj,ProjTitle,ProjID,Status,Action,ProjCounties,Grantee,Subgrantee,Type,NPRDateClosed,NPRPricePaid,NPRLatitude,NPRLongitude,NPRElevation
7562,1134,1993,HMGP,501 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101675,-90.94070699999999,545.21
7566,1138,1993,HMGP,502- 16TH STREET NORTH,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.128393,-90.929374,558.0
7571,1143,1993,HMGP,504 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101237,-90.940709,546.66
7630,1202,1993,HMGP,6003 50TH AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.463703,-90.455775,569.04
7632,1204,1993,HMGP,6004 51ST AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.461909999999996,-90.46826,569.23
7633,1205,1993,HMGP,6005 50TH AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.463631,-90.455005,567.48
7634,1206,1993,HMGP,6008 50TH AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.463577,-90.45535,569.28
7635,1207,1993,HMGP,6009 50TH AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.463631,-90.455489,567.57
7638,1210,1993,HMGP,6010 50TH AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.463577,-90.455315,569.28
7639,1211,1993,HMGP,6010 51ST AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.46188,-90.47006,569.18
7640,1212,1993,HMGP,6011 50TH AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.463703,-90.45529599999999,568.21
7641,1213,1993,HMGP,6012 50TH AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.463577,-90.45528,569.28
7642,1214,1993,HMGP,6013 50TH AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.463703,-90.454911,567.23
7644,1216,1993,HMGP,6014 50TH AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.463577,-90.455246,569.08
7645,1217,1993,HMGP,6014 51ST AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.461887,-90.46916,568.18
7646,1218,1993,HMGP,6015 50TH AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.463703,-90.454718,567.86
7647,1219,1993,HMGP,6015 51ST AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.46265,-90.455925,569.42
7648,1220,1993,HMGP,6016 50TH AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.463577,-90.45521,569.08
7649,1221,1993,HMGP,6017 50TH AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.463631,-90.454526,566.99
7650,1222,1993,HMGP,6018 51ST AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.461909999999996,-90.468254,569.23
7660,1232,1993,HMGP,603 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101251,-90.942367,540.73
7675,1247,1993,HMGP,6100 50TH AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.463570000000004,-90.45366999999999,568.93
7676,1248,1993,HMGP,6101 50TH AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.463608,-90.4555,569.47
7677,1249,1993,HMGP,6101 51ST AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.46264,-90.45406,569.41
7678,1250,1993,HMGP,6102 50TH AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.463570000000004,-90.45363,568.93
7679,1251,1993,HMGP,6103 50TH AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.463608,-90.45543,569.42
7680,1252,1993,HMGP,6103 51ST AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.46264,-90.45402,569.41
7681,1253,1993,HMGP,6104 50TH AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.463570000000004,-90.45359,569.01
7682,1254,1993,HMGP,6105 51ST AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.46264,-90.45397,569.23
7683,1255,1993,HMGP,6106 50TH AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.463570000000004,-90.45356,569.01
7684,1256,1993,HMGP,6108 50TH AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.463570000000004,-90.45352,569.01
7685,1257,1993,HMGP,6109 50TH AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.463604,-90.4552,569.08
7688,1260,1993,HMGP,6111 50TH AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.463604,-90.45513000000001,568.94
7689,1261,1993,HMGP,6111 51ST AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.462635,-90.45384,568.67
7691,1263,1993,HMGP,6115 50TH AVENUE,MOLINE,IL,61265,0997,SEVERE STORMS & FLOODING,Rock Island,,,,12/31/2002,,Yes,ROCK ISLAND COUNTY ACQUISITION - VARIOUS SUBDIVISIONS,DR-0997-0041-R,Closed,Acquisition,ROCK ISLAND,,ROCK ISLAND COUNTY,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/31/2002,,41.463604,-90.45498,568.93
7734,1306,1993,HMGP,702 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101420000000005,-90.93973000000001,542.2
7737,1309,1993,HMGP,703 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101671,-90.939669,539.85
7744,1316,1993,HMGP,708 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101418,-90.93966999999999,541.56
7811,1383,1993,HMGP,804 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101251,-90.942367,540.73
7814,1386,1993,HMGP,805 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101251,-90.942367,540.73
7818,1390,1993,HMGP,807 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101667,-90.93894499999999,538.62
7819,1391,1993,HMGP,808 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101251,-90.942367,540.73
7868,1440,1993,HMGP,901 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101251,-90.942367,540.73
7871,1443,1993,HMGP,903 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101251,-90.942367,540.73
7875,1447,1993,HMGP,907 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101652,-90.936524,539.91
7908,1480,1993,HMGP,"- BLOCK 86, LOTS 1-16",OQUAWKA,IL,61469,0997,SEVERE STORMS & FLOODING,Henderson,,,,8/20/1999,,Yes,VILLAGE OF OQUAWKA  ACQUISITION                                CR: FINAL 6/03,DR-0997-0020-R,Closed,Acquisition,HENDERSON,,OQUAWKA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,8/20/1999,,40.943199,-90.9142,550.12
7962,1534,1993,HMGP,"- EAST 1/2 LOT 14, LOT 13, BLOCK 80",OQUAWKA,IL,61469,0997,SEVERE STORMS & FLOODING,Henderson,,,,8/20/1999,,Yes,VILLAGE OF OQUAWKA  ACQUISITION                                CR: FINAL 6/03,DR-0997-0020-R,Closed,Acquisition,HENDERSON,,OQUAWKA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,8/20/1999,,40.943199,-90.9142,550.12
7963,1535,1993,HMGP,"- EAST 1/2 LOTS 14 & 15, BLOCK 68",OQUAWKA,IL,61469,0997,SEVERE STORMS & FLOODING,Hamilton,,,,8/20/1999,,Yes,VILLAGE OF OQUAWKA  ACQUISITION                                CR: FINAL 6/03,DR-0997-0020-R,Closed,Acquisition,HENDERSON,,OQUAWKA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,8/20/1999,,40.943199,-90.9142,550.12
7964,1536,1993,HMGP,"- EAST 50 FT LOTS 2&3, BLOCK 72",OQUAWKA,IL,61469,0997,SEVERE STORMS & FLOODING,Henderson,,,,8/20/1999,,Yes,VILLAGE OF OQUAWKA  ACQUISITION                                CR: FINAL 6/03,DR-0997-0020-R,Closed,Acquisition,HENDERSON,,OQUAWKA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,8/20/1999,,40.943199,-90.9142,550.12
7988,1560,1993,HMGP,"- LOT 15, BLOCK 73",OQUAWKA,IL,61469,0997,SEVERE STORMS & FLOODING,Adams,,,,8/20/1999,,Yes,VILLAGE OF OQUAWKA  ACQUISITION                                CR: FINAL 6/03,DR-0997-0020-R,Closed,Acquisition,HENDERSON,,OQUAWKA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,8/20/1999,,40.943199,-90.9142,550.12
7989,1561,1993,HMGP,"- LOT 15, BLOCK 80",OQUAWKA,IL,61469,0997,SEVERE STORMS & FLOODING,Henderson,,,,8/20/1999,,Yes,VILLAGE OF OQUAWKA  ACQUISITION                                CR: FINAL 6/03,DR-0997-0020-R,Closed,Acquisition,HENDERSON,,OQUAWKA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,8/20/1999,,40.943199,-90.9142,550.12
7992,1564,1993,HMGP,"- LOT 16, BLOCK 80",OQUAWKA,IL,61469,0997,SEVERE STORMS & FLOODING,Henderson,,,,8/20/1999,,Yes,VILLAGE OF OQUAWKA  ACQUISITION                                CR: FINAL 6/03,DR-0997-0020-R,Closed,Acquisition,HENDERSON,,OQUAWKA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,8/20/1999,,40.943199,-90.9142,550.12
8002,1574,1993,HMGP,"- LOT 1, BLOCK 71",OQUAWKA,IL,61469,0997,SEVERE STORMS & FLOODING,Henderson,,,,8/20/1999,,Yes,VILLAGE OF OQUAWKA  ACQUISITION                                CR: FINAL 6/03,DR-0997-0020-R,Closed,Acquisition,HENDERSON,,OQUAWKA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,8/20/1999,,40.943199,-90.9142,550.12
8003,1575,1993,HMGP,"- LOT 1, BLOCK 81",OQUAWKA,IL,61469,0997,SEVERE STORMS & FLOODING,Henderson,,,,8/20/1999,,Yes,VILLAGE OF OQUAWKA  ACQUISITION                                CR: FINAL 6/03,DR-0997-0020-R,Closed,Acquisition,HENDERSON,,OQUAWKA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,8/20/1999,,40.943199,-90.9142,550.12
8005,1577,1993,HMGP,"- LOT 1, N1/2 LOT 4, BLOCK 80",OQUAWKA,IL,61469,0997,SEVERE STORMS & FLOODING,Henderson,,,,8/20/1999,,Yes,VILLAGE OF OQUAWKA  ACQUISITION                                CR: FINAL 6/03,DR-0997-0020-R,Closed,Acquisition,HENDERSON,,OQUAWKA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,8/20/1999,,40.943199,-90.9142,550.12
8025,1597,1993,HMGP,"- LOT 2, DEVORE SUBDIVISION",OQUAWKA,IL,61469,0997,SEVERE STORMS & FLOODING,Henderson,,,,8/20/1999,,Yes,VILLAGE OF OQUAWKA  ACQUISITION                                CR: FINAL 6/03,DR-0997-0020-R,Closed,Acquisition,HENDERSON,,OQUAWKA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,8/20/1999,,40.943199,-90.9142,550.12
8074,1646,1993,HMGP,"- LOT 6, BLOCK 72",OQUAWKA,IL,61469,0997,SEVERE STORMS & FLOODING,Henderson,,,,8/20/1999,,Yes,VILLAGE OF OQUAWKA  ACQUISITION                                CR: FINAL 6/03,DR-0997-0020-R,Closed,Acquisition,HENDERSON,,OQUAWKA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,8/20/1999,,40.943199,-90.9142,550.12
8075,1647,1993,HMGP,"- LOT 6, BLOCK 79",OQUAWKA,IL,61469,0997,SEVERE STORMS & FLOODING,Henderson,,,,8/20/1999,,Yes,VILLAGE OF OQUAWKA  ACQUISITION                                CR: FINAL 6/03,DR-0997-0020-R,Closed,Acquisition,HENDERSON,,OQUAWKA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,8/20/1999,,40.943199,-90.9142,550.12
8080,1652,1993,HMGP,"- LOT 7, BLOCK 79",OQUAWKA,IL,61469,0997,SEVERE STORMS & FLOODING,Henderson,,,,8/20/1999,,Yes,VILLAGE OF OQUAWKA  ACQUISITION                                CR: FINAL 6/03,DR-0997-0020-R,Closed,Acquisition,HENDERSON,,OQUAWKA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,8/20/1999,,40.943199,-90.9142,550.12
8085,1657,1993,HMGP,"- LOT 9, 10, 12, BLOCK 80",OQUAWKA,IL,61469,0997,SEVERE STORMS & FLOODING,Henderson,,,,8/20/1999,,Yes,VILLAGE OF OQUAWKA  ACQUISITION                                CR: FINAL 6/03,DR-0997-0020-R,Closed,Acquisition,HENDERSON,,OQUAWKA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,8/20/1999,,40.943199,-90.9142,550.12
8151,1723,1993,HMGP,"LOT LOT 4, BLOCK 6, KEITH 3RD ADDITION",KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.09948,-90.94264,551.44
8167,1739,1993,HMGP,LOT LOT 8,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.09948,-90.94264,551.44
8191,1763,1993,HMGP,"LOT LOTS 8-12, BLOCK 1, ENDERS 2ND ADDN",KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.09948,-90.94264,551.44
8192,1764,1993,HMGP,"LOT LOTS 8 & 9, BLOCK 5, KEITH 3RD ADDN",KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.09948,-90.94264,551.44
